Regionaleinheit;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08335043001-31 Stadt Konstanz 110 02 Gemeindezentrum St. Peter und Paul 0833504311002;1019;472;547;0;187;4;1;186;73;34;15;18;26;8;0;;4;4;;;;;;;1;;;1;2;
08335043001-32 Stadt Konstanz 120 01 Thingolthalle 0833504312001;1585;740;845;0;330;11;1;329;129;77;31;27;25;11;1;;6;13;;;;;;;4;;;4;1;
08335043001-33 Stadt Konstanz 130 01 Kapitän-Franz-Romer-Halle 0833504313001;2458;1305;1153;0;513;8;4;509;184;108;48;37;46;37;1;;14;17;;;;;;;7;;;7;3;
08335043001-34 Stadt Konstanz 140 01 Evang. Gemeinde Dettingen-Wallhausen 0833504314001;835;450;385;0;191;3;0;191;78;34;27;8;22;11;4;;2;2;;;;;;;3;;;0;0;
08335043900-01 Stadt Konstanz 900 01 Briefwahl 08335043900 01;;;;;951;951;2;949;395;186;43;105;79;76;5;;13;25;;;;;;;5;;;2;15;
08335043900-02 Stadt Konstanz 900 02 Briefwahl 08335043900 02;;;;;803;803;1;802;380;103;29;86;69;59;5;;15;20;;;;;;;18;;;5;13;
08335043900-03 Stadt Konstanz 900 03 Briefwahl 08335043900 03;;;;;902;902;0;902;460;191;22;53;90;45;5;;3;16;;;;;;;8;;;2;7;
08335043900-04 Stadt Konstanz 900 04 Briefwahl 08335043900 04;;;;;912;912;3;909;405;188;32;77;107;47;5;;10;9;;;;;;;13;;;6;10;
08335043900-05 Stadt Konstanz 900 05 Briefwahl 08335043900 05;;;;;918;918;0;918;433;168;35;75;69;68;10;;10;21;;;;;;;15;;;5;9;
08335043900-06 Stadt Konstanz 900 06 Briefwahl 08335043900 06;;;;;845;845;4;841;398;171;28;74;86;29;6;;8;20;;;;;;;10;;;7;4;
08335043900-07 Stadt Konstanz 900 07 Briefwahl 08335043900 07;;;;;717;717;3;714;342;143;29;73;47;26;6;;6;25;;;;;;;6;;;1;10;
08335043900-08 Stadt Konstanz 900 08 Briefwahl 08335043900 08;;;;;798;798;0;798;395;126;25;61;74;60;2;;15;17;;;;;;;10;;;6;7;
08335043900-09 Stadt Konstanz 900 09 Briefwahl 08335043900 09;;;;;931;931;3;928;423;222;29;80;78;37;4;;10;27;;;;;;;6;;;6;6;
08335043900-10 Stadt Konstanz 900 10 Briefwahl 08335043900 10;;;;;795;795;3;792;408;105;18;51;76;69;2;;16;7;;;;;;;18;;;9;13;
08335043900-11 Stadt Konstanz 900 11 Briefwahl 08335043900 11;;;;;851;851;6;845;366;175;43;67;108;31;8;;5;24;;;;;;;10;;;6;2;
08335043900-12 Stadt Konstanz 900 12 Briefwahl 08335043900 12;;;;;741;741;0;741;409;109;19;49;68;50;2;;9;6;;;;;;;8;;;1;11;
08335043900-13 Stadt Konstanz 900 13 Briefwahl 08335043900 13;;;;;801;801;2;799;428;105;20;80;45;65;6;;11;9;;;;;;;15;;;5;10;
08335043900-14 Stadt Konstanz 900 14 Briefwahl 08335043900 14;;;;;729;729;0;729;346;156;20;63;63;26;4;;8;27;;;;;;;3;;;10;3;
08335043900-15 Stadt Konstanz 900 15 Briefwahl 08335043900 15;;;;;787;787;2;785;346;212;37;55;71;15;2;;6;28;;;;;;;8;;;4;1;
08335043900-16 Stadt Konstanz 900 16 Briefwahl 08335043900 16;;;;;777;777;2;775;349;123;22;76;78;63;2;;19;20;;;;;;;14;;;3;6;
08335043900-17 Stadt Konstanz 900 17 Briefwahl 08335043900 17;;;;;1001;1001;2;999;440;200;63;108;76;49;1;;9;20;;;;;;;14;;;14;5;
08335043900-18 Stadt Konstanz 900 18 Briefwahl 08335043900 18;;;;;878;878;2;876;455;124;27;96;82;43;6;;9;13;;;;;;;11;;;5;5;
08335043900-19 Stadt Konstanz 900 19 Briefwahl 08335043900 19;;;;;892;892;6;886;424;203;33;68;96;31;12;;5;1;;;;;;;4;;;3;6;
08335043900-20 Stadt Konstanz 900 20 Briefwahl 08335043900 20;;;;;784;784;0;784;410;114;13;65;54;62;3;;11;14;;;;;;;24;;;1;13;
08335043900-21 Stadt Konstanz 900 21 Briefwahl 08335043900 21;;;;;822;822;1;821;341;197;32;65;115;26;5;;4;20;;;;;;;6;;;4;6;
08335043900-22 Stadt Konstanz 900 22 Briefwahl 08335043900 22;;;;;941;941;0;941;485;126;50;75;61;75;4;;9;13;;;;;;;18;;;5;20;
08335043900-23 Stadt Konstanz 900 23 Briefwahl 08335043900 23;;;;;829;829;1;828;432;114;24;89;71;45;5;;10;8;;;;;;;17;;;5;8;
08335043900-24 Stadt Konstanz 900 24 Briefwahl 08335043900 24;;;;;831;831;3;828;441;131;16;69;59;55;5;;10;12;;;;;;;16;;;3;11;
08335043900-25 Stadt Konstanz 900 25 Briefwahl 08335043900 25;;;;;825;825;3;822;425;117;30;62;63;79;2;;15;6;;;;;;;10;;;7;6;
08335043900-26 Stadt Konstanz 900 26 Briefwahl 08335043900 26;;;;;976;976;2;974;493;155;15;90;76;75;5;;12;17;;;;;;;18;;;7;11;
08335043900-27 Stadt Konstanz 900 27 Briefwahl 08335043900 27;;;;;952;952;4;948;490;158;23;88;63;78;2;;9;12;;;;;;;15;;;1;9;
08335043900-28 Stadt Konstanz 900 28 Briefwahl 08335043900 28;;;;;761;761;1;760;394;125;20;66;68;45;2;;16;4;;;;;;;7;;;1;12;
08335043900-29 Stadt Konstanz 900 29 Briefwahl 08335043900 29;;;;;794;794;0;794;383;138;34;79;51;49;8;;26;9;;;;;;;4;;;1;12;
08335043900-30 Stadt Konstanz 900 30 Briefwahl 08335043900 30;;;;;803;803;1;802;368;131;39;97;56;50;5;;19;13;;;;;;;7;;;4;13;
08335055001-01 Gemeinde Moos 1 Moos 083350551;951;574;377;0;350;0;0;350;111;57;42;26;51;15;1;;13;23;;;;;;;2;;;8;1;
08335055001-02 Gemeinde Moos 2 Bankholzen 083350552;529;319;210;0;196;0;0;196;77;39;17;13;20;5;1;;5;12;;;;;;;2;;;5;0;
08335055001-03 Gemeinde Moos 3 Iznang 083350553;560;380;180;0;235;0;1;234;75;57;25;18;34;2;1;;3;17;;;;;;;0;;;2;0;
08335055001-04 Gemeinde Moos 4 Weiler 083350554;572;310;262;0;186;0;0;186;66;27;24;5;26;6;0;;3;24;;;;;;;2;;;2;1;
08335055900-01 Gemeinde Moos 9 Briefwahl 083350559;;;;;965;965;3;962;373;170;61;57;138;16;6;;15;105;;;;;;;4;;;10;7;
08335061001-01 Gemeinde Öhningen Wahlbezirk 1 Öhningen 0833506101;1591;921;670;0;442;2;5;437;161;93;41;14;64;15;2;;12;21;;;;;;;2;;;10;2;
08335061001-02 Gemeinde Öhningen Wahlbezirk 2 Schienen 0833506102;481;332;149;0;167;0;4;163;45;33;19;14;31;5;0;;5;10;;;;;;;0;;;1;0;
08335061001-03 Gemeinde Öhningen Wahlbezirk 3 Wangen 0833506103;758;472;286;0;289;0;4;285;81;66;28;11;53;4;2;;4;26;;;;;;;1;;;9;0;
08335061900-01 Gemeinde Öhningen Briefwahlbezirk 08335061B05;;;;;1040;1040;3;1037;385;254;71;50;128;35;6;;13;46;;;;;;;14;;;33;2;
08335063001-01 Stadt Radolfzell am Bodensee 01 Hausherrenschule 0833506301;1220;701;519;0;340;0;5;335;113;58;31;19;49;13;1;;8;12;;;;;;;10;;;17;4;
08335063001-02 Stadt Radolfzell am Bodensee 02 Hausherrenschule 0833506302;1273;739;534;0;355;0;5;350;115;62;22;30;65;19;5;;9;7;;;;;;;6;;;9;1;
08335063001-03 Stadt Radolfzell am Bodensee 03 Ratoldusschule 0833506303;1423;897;526;0;394;0;4;390;148;58;40;28;69;19;3;;7;14;;;;;;;2;;;1;1;
08335063001-04 Stadt Radolfzell am Bodensee 04  Ratoldusschule 0833506304;1404;936;468;0;369;0;6;363;120;63;43;30;70;8;1;;10;10;;;;;;;3;;;5;0;
08335063001-05 Stadt Radolfzell am Bodensee 05 Berufsschulzentrum 0833506305;1369;934;435;0;331;0;2;329;101;63;42;35;50;21;0;;4;8;;;;;;;1;;;2;2;
08335063001-06 Stadt Radolfzell am Bodensee 06 Berufsschulzentrum 0833506306;1283;839;444;0;357;0;9;348;124;41;41;41;59;20;1;;8;9;;;;;;;0;;;2;2;
08335063001-07 Stadt Radolfzell am Bodensee 07 Sonnenrainschule 0833506307;1657;1073;584;0;392;0;8;384;127;44;49;34;67;24;3;;12;12;;;;;;;4;;;6;2;
08335063001-08 Stadt Radolfzell am Bodensee 08 Sonnenrainschule 0833506308;1771;1179;592;0;520;0;6;514;169;71;46;77;66;28;4;;17;16;;;;;;;7;;;10;3;
08335063001-09 Stadt Radolfzell am Bodensee 09 Friedrich-Hecker-Gymnasium 0833506309;1606;961;645;0;524;0;2;522;198;62;55;39;96;24;4;;13;10;;;;;;;5;;;9;7;
08335063001-10 Stadt Radolfzell am Bodensee 10 Friedrich-Hecker-Gymnasium 0833506310;1536;992;544;0;447;0;5;442;153;48;34;42;87;21;9;;16;20;;;;;;;3;;;9;0;
08335063001-11 Stadt Radolfzell am Bodensee 26 Rathaus Böhringen, Pavillion 0833506326;1660;1055;605;0;506;0;4;502;147;59;52;47;134;19;4;;10;10;;;;;;;5;;;9;6;
08335063001-12 Stadt Radolfzell am Bodensee 27 Schule Böhringen 0833506327;1591;1016;575;0;466;0;3;463;124;59;50;46;123;25;1;;8;15;;;;;;;7;;;4;1;
08335063001-13 Stadt Radolfzell am Bodensee 30 Schule Güttingen 0833506330;1112;672;440;0;349;0;4;345;109;60;41;18;68;13;4;;12;8;;;;;;;4;;;5;3;
08335063001-14 Stadt Radolfzell am Bodensee 32 Rathaus Liggeringen 0833506332;747;467;280;0;260;0;2;258;81;60;18;16;48;14;2;;7;10;;;;;;;0;;;2;0;
08335063001-15 Stadt Radolfzell am Bodensee 33 Rathaus Markelfingen 0833506333;1660;997;663;0;551;0;3;548;172;123;52;33;103;23;4;;7;21;;;;;;;4;;;5;1;
08335063001-16 Stadt Radolfzell am Bodensee 35 Rathaus Möggingen 0833506335;613;300;313;0;171;0;5;166;70;29;14;13;16;6;1;;3;6;;;;;;;1;;;6;1;
08335063001-17 Stadt Radolfzell am Bodensee 36 Rathaus Stahringen 0833506336;989;644;345;0;349;0;5;344;118;60;41;21;57;6;4;;13;12;;;;;;;3;;;8;1;
08335063900-01 Stadt Radolfzell am Bodensee 900-01 Milchwerk 08335063900-01;;;;;491;491;3;488;190;91;16;25;98;17;2;;10;24;;;;;;;3;;;8;4;
08335063900-02 Stadt Radolfzell am Bodensee 900-02 Milchwerk 08335063900-02;;;;;506;506;3;503;181;122;12;32;100;20;2;;5;14;;;;;;;3;;;10;2;
08335063900-03 Stadt Radolfzell am Bodensee 900-03 Milchwerk 08335063900-03;;;;;506;506;10;496;199;96;25;37;102;13;1;;3;12;;;;;;;5;;;2;1;
08335063900-04 Stadt Radolfzell am Bodensee 900-04 Milchwerk 08335063900-04;;;;;440;440;1;439;162;70;22;37;94;15;1;;7;16;;;;;;;7;;;8;0;
08335063900-05 Stadt Radolfzell am Bodensee 900-05 Milchwerk 08335063900-05;;;;;408;408;0;408;157;82;19;24;79;10;1;;6;16;;;;;;;7;;;4;3;
08335063900-06 Stadt Radolfzell am Bodensee 900-06 Milchwerk 08335063900-06;;;;;419;419;2;417;158;74;20;48;84;10;3;;1;11;;;;;;;2;;;4;2;
08335063900-07 Stadt Radolfzell am Bodensee 900-07 Milchwerk 08335063900-07;;;;;560;560;1;559;211;102;33;45;102;17;4;;10;26;;;;;;;3;;;6;0;
08335063900-08 Stadt Radolfzell am Bodensee 900-08 Milchwerk 08335063900-08;;;;;563;563;5;558;230;94;21;60;76;33;8;;6;18;;;;;;;5;;;5;2;
08335063900-09 Stadt Radolfzell am Bodensee 900-09 Milchwerk 08335063900-09;;;;;616;616;2;614;276;124;15;38;102;18;0;;6;23;;;;;;;5;;;5;2;
08335063900-10 Stadt Radolfzell am Bodensee 900-10 Milchwerk 08335063900-10;;;;;509;509;1;508;190;94;14;52;91;16;5;;14;13;;;;;;;7;;;7;5;
08335063900-11 Stadt Radolfzell am Bodensee 900-11 Milchwerk 08335063900-11;;;;;558;558;2;556;194;77;29;36;167;16;0;;13;16;;;;;;;3;;;1;4;
08335063900-12 Stadt Radolfzell am Bodensee 900-12 Milchwerk 08335063900-12;;;;;535;535;1;534;189;72;28;28;173;10;0;;4;22;;;;;;;2;;;1;5;
08335063900-13 Stadt Radolfzell am Bodensee 900-13 Milchwerk 08335063900-13;;;;;887;887;4;883;318;228;56;47;143;26;7;;11;39;;;;;;;5;;;2;1;
08335063900-14 Stadt Radolfzell am Bodensee 900-14 Milchwerk 08335063900-14;;;;;1036;1036;1;1035;392;221;38;77;170;36;6;;7;58;;;;;;;11;;;13;6;
08335066001-01 Gemeinde Reichenau Insel-West und Niederzell 08335066001-01;1381;667;714;0;379;0;1;378;117;101;28;30;67;9;3;;1;16;;;;;;;0;;;6;0;
08335066001-02 Gemeinde Reichenau Insel-Ost und Oberzell 08335066001-02;1330;727;603;0;427;0;4;423;146;144;27;23;47;11;2;;7;10;;;;;;;2;;;3;1;
08335066001-03 Gemeinde Reichenau Lindenbühl 08335066002-03;650;499;151;0;168;0;3;165;76;21;12;14;23;4;4;;2;4;;;;;;;4;;;1;0;
08335066001-04 Gemeinde Reichenau Waldsiedlung 08335066002-04;528;365;163;0;222;0;2;220;94;25;23;22;29;17;0;;4;4;;;;;;;2;;;0;0;
08335066900-01 Gemeinde Reichenau Briefwahlbezirk I 08335066900-05;;;;;822;822;3;819;313;252;27;44;93;16;9;;7;44;;;;;;;7;;;5;2;
08335066900-02 Gemeinde Reichenau Briefwahlbezirk II 08335066900-06;;;;;720;720;11;709;263;195;26;60;78;23;3;;7;42;;;;;;;2;;;6;4;
08335001001-01 Stadt Aach 001-01 Aach 08335001001-01;1690;1108;582;0;488;0;9;479;116;89;111;43;66;6;2;;12;15;;;;6;;;2;;;11;;
08335001900-01 Stadt Aach 900-01 Aach Briefwahl 08335001900-01;;;;;556;556;5;551;205;99;51;81;61;16;5;;5;12;;;;6;;;1;;;9;;
08335015001-01 Gemeinde Büsingen am Hochrhein Urnenwahl 08335015001;819;635;184;0;200;0;2;198;65;53;36;13;15;3;2;;2;5;;;;0;;;2;;;2;;
08335015900-01 Gemeinde Büsingen am Hochrhein Briefwahl 08335015900;;;;;170;170;0;170;71;42;17;6;17;5;3;;3;2;;;;1;;;1;;;2;;
08335021001-01 Gemeinde Eigeltingen 01 Eigeltingen 0833502101;1357;888;469;0;373;1;5;368;87;71;72;30;50;12;4;;15;16;;;;2;;;3;;;6;;
08335021001-02 Gemeinde Eigeltingen 02 Heudorf 0833502102;426;332;94;0;183;0;1;182;42;50;26;13;35;4;1;;4;3;;;;1;;;1;;;2;;
08335021001-03 Gemeinde Eigeltingen 03 Honstetten 0833502103;350;206;144;0;116;0;1;115;26;31;16;11;24;1;0;;0;3;;;;2;;;0;;;1;;
08335021001-04 Gemeinde Eigeltingen 04 Münchhöf 0833502104;293;154;139;0;97;0;1;96;25;16;11;9;20;4;0;;3;1;;;;3;;;0;;;4;;
08335021001-05 Gemeinde Eigeltingen 05 Reute 0833502105;184;149;35;0;90;0;0;90;25;23;15;9;8;2;0;;1;1;;;;1;;;2;;;3;;
08335021001-06 Gemeinde Eigeltingen 06 Rorgenwies 0833502106;229;153;76;0;79;0;1;78;25;14;11;5;7;1;0;;7;2;;;;4;;;1;;;1;;
08335021900-01 Gemeinde Eigeltingen 900-01 Kernort 08335021900-01;;;;;438;438;3;435;151;107;28;47;53;5;3;;5;13;;;;4;;;5;;;14;;
08335021900-02 Gemeinde Eigeltingen 900-02 Ortsteile 08335021900-02;;;;;454;454;2;452;165;111;20;38;60;15;5;;10;14;;;;6;;;2;;;6;;
08335022001-01 Stadt Engen 001-01 Neue Stadthalle 0833502200101;2423;1557;866;0;618;0;6;612;187;94;102;76;63;28;3;;17;16;;;;20;;;2;;;4;;
08335022001-02 Stadt Engen 001-02 Kinderhaus Glockenziel 0833502200102;2251;1419;832;0;521;0;4;517;155;92;91;51;74;16;3;;9;20;;;;1;;;2;;;3;;
08335022001-03 Stadt Engen 002-01 Bürgerhaus Anselfingen 0833502200201;641;468;173;0;225;2;0;225;67;43;28;27;25;10;3;;3;12;;;;3;;;1;;;3;;
08335022001-04 Stadt Engen 002-02 Bürgerhaus Neuhausen 0833502200202;455;318;137;0;159;0;2;157;42;32;17;33;18;5;0;;5;3;;;;2;;;0;;;0;;
08335022001-05 Stadt Engen 002-03 Grundschule Welschingen 0833502200203;1147;785;362;0;407;2;2;405;115;99;56;44;39;10;4;;4;13;;;;5;;;1;;;15;;
08335022001-06 Stadt Engen 003-01 Bürgerhaus Bargen 0833502200301;195;148;47;0;94;0;2;92;30;18;15;4;20;3;0;;1;1;;;;0;;;0;;;0;;
08335022001-07 Stadt Engen 003-02 Rathaus Biesendorf 0833502200302;140;120;20;0;71;0;0;71;18;25;3;10;5;2;0;;1;1;;;;5;;;1;;;0;;
08335022001-08 Stadt Engen 003-03 Petersfelshalle Bittelbrunn 0833502200303;219;151;68;0;97;0;3;94;28;19;21;10;9;2;0;;2;3;;;;0;;;0;;;0;;
08335022001-09 Stadt Engen 003-04 Bürgerhaus Stetten 0833502200304;197;158;39;0;89;0;2;87;25;31;9;3;13;0;2;;1;2;;;;1;;;0;;;0;;
08335022001-10 Stadt Engen 003-05 Bürgerhaus Zimmerholz 0833502200305;261;192;69;0;89;2;0;89;29;19;10;7;12;3;0;;1;3;;;;2;;;1;;;2;;
08335022900-01 Stadt Engen 900-01 Briefwahl I 0833502290001;;;;;831;831;6;825;325;184;44;121;73;21;8;;5;19;;;;10;;;5;;;10;;
08335022900-02 Stadt Engen 900-02 Briefwahl II 0833502290002;;;;;791;791;4;787;281;214;43;114;73;17;4;;7;18;;;;7;;;4;;;5;;
08335022900-03 Stadt Engen 900-03 Briefwahl III 0833502290003;;;;;465;465;8;457;158;106;27;72;51;6;3;;6;13;;;;2;;;3;;;10;;
08335022900-04 Stadt Engen 900-04 Briefwahl IV 0833502290004;;;;;382;382;3;379;141;91;31;33;47;9;2;;3;12;;;;2;;;5;;;3;;
08335026001-01 Gemeinde Gailingen am Hochrhein 001-01 Rathaus Gailingen am Hochrhein 0833502600101;1006;730;276;0;351;0;3;348;108;65;40;38;40;8;5;;11;17;;;;8;;;1;;;7;;
08335026001-02 Gemeinde Gailingen am Hochrhein 002-02 Hochrheinhalle Gailingen am Hochrhein 0833502600202;998;671;327;0;365;3;4;361;120;84;31;35;41;14;2;;7;6;;;;7;;;2;;;12;;
08335026900-01 Gemeinde Gailingen am Hochrhein 900-01 Briefwahlbezirk 0833502690001;;;;;582;582;2;580;246;134;29;35;60;16;3;;11;27;;;;6;;;3;;;10;;
08335028001-01 Gemeinde Gottmadingen Urnenwahlbezirk 21 0833502821;2019;1232;787;0;388;1;2;386;100;59;82;54;35;13;0;;11;17;;;;9;;;3;;;3;;
08335028001-02 Gemeinde Gottmadingen Urnenwahlbezirk 22 0833502822;3525;2054;1471;0;632;2;3;629;180;94;95;59;108;22;5;;20;23;;;;10;;;7;;;6;;
08335028001-03 Gemeinde Gottmadingen Urnenwahlbezirk 23 0833502823;1076;692;384;0;265;0;6;259;64;45;71;22;23;7;2;;5;9;;;;8;;;0;;;3;;
08335028001-04 Gemeinde Gottmadingen Urnenwahlbezirk 24 0833502824;1004;694;310;0;272;0;3;269;68;39;53;27;46;9;0;;6;12;;;;7;;;1;;;1;;
08335028900-01 Gemeinde Gottmadingen Briefwahlbezirk 01 0833502801;;;;;560;560;3;557;233;125;22;87;48;14;4;;7;10;;;;0;;;5;;;2;;
08335028900-02 Gemeinde Gottmadingen Briefwahlbezirk 02 0833502802;;;;;563;563;1;562;251;111;30;83;42;6;4;;9;17;;;;5;;;2;;;2;;
08335028900-03 Gemeinde Gottmadingen Briefwahlbezirk 03 0833502803;;;;;545;545;2;543;204;108;33;77;66;12;1;;7;18;;;;2;;;5;;;10;;
08335028900-04 Gemeinde Gottmadingen Briefwahlbezirk 04 0833502804;;;;;542;542;5;537;175;104;36;75;85;16;3;;10;23;;;;2;;;5;;;3;;
08335028900-05 Gemeinde Gottmadingen Briefwahlbezirk 05 0833502805;;;;;585;585;2;583;264;127;34;77;41;14;2;;6;11;;;;0;;;7;;;0;;
08335035001-01 Gemeinde Hilzingen 001-01 Hegauhalle Foyer 0833503500101;1001;688;313;0;344;0;3;341;91;72;38;45;60;5;2;;9;12;;;;5;;;2;;;0;;
08335035001-02 Gemeinde Hilzingen 001-02 Schulhaus Hilzingen Foyer 0833503500102;828;580;248;0;249;0;4;245;82;34;43;33;26;11;0;;7;8;;;;1;;;0;;;0;;
08335035001-03 Gemeinde Hilzingen 001-03 Pfarrer-Geißler-Haus 0833503500103;915;611;304;0;286;0;1;285;71;55;49;38;33;10;0;;7;11;;;;5;;;3;;;3;;
08335035001-04 Gemeinde Hilzingen 001-04 Schulhaus Hilzingen Aula 0833503500104;912;560;352;0;282;2;4;278;70;42;44;30;59;12;1;;6;7;;;;2;;;2;;;3;;
08335035001-05 Gemeinde Hilzingen 002-05 Turnhalle Duchtlingen 0833503500205;450;324;126;0;170;0;2;168;40;40;20;21;29;5;1;;6;3;;;;2;;;1;;;0;;
08335035001-06 Gemeinde Hilzingen 003-06 Alpenblickhalle Schlatt am Randen 0833503500306;360;294;66;0;160;0;1;159;52;40;18;19;12;4;0;;2;4;;;;3;;;2;;;3;;
08335035001-07 Gemeinde Hilzingen 004-07 Wiesentalhalle Weiterdingen 0833503500407;661;476;185;0;292;0;1;291;69;64;46;42;46;5;1;;5;9;;;;3;;;1;;;0;;
08335035001-08 Gemeinde Hilzingen 005-08 Hohenstoffelhalle Binningen 0833503500508;561;407;154;0;181;0;1;180;58;32;26;27;21;3;1;;3;6;;;;1;;;1;;;1;;
08335035001-09 Gemeinde Hilzingen 006-09 Burghalle Riedheim 0833503500609;881;594;287;0;284;0;1;283;77;67;49;35;33;4;0;;2;8;;;;6;;;0;;;2;;
08335035900-01 Gemeinde Hilzingen 900-10 Rathaus Bürgerbüro 0833503590010;;;;;580;580;1;579;187;146;41;88;60;25;1;;12;8;;;;2;;;3;;;6;;
08335035900-02 Gemeinde Hilzingen 900-11 Rathaus Trauzimmer 0833503590011;;;;;561;561;4;557;222;111;24;71;73;16;0;;10;21;;;;3;;;4;;;2;;
08335035900-03 Gemeinde Hilzingen 900-12 Rathaus Dachgeschoss 0833503590012;;;;;384;384;4;380;130;104;31;31;46;9;0;;9;10;;;;3;;;6;;;1;;
08335035900-04 Gemeinde Hilzingen 900-13 Rathaus Sitzungszimmer 0833503590013;;;;;394;394;0;394;130;118;26;49;35;7;6;;3;12;;;;3;;;0;;;5;;
08335057001-01 Gemeinde Mühlingen Mühlingen 083350571;762;629;133;0;306;0;2;304;101;83;24;21;34;6;2;;11;12;;;;7;;;2;;;1;;
08335057001-02 Gemeinde Mühlingen Gallmannsweil 083350572;253;201;52;0;109;0;3;106;30;27;17;8;12;1;2;;1;6;;;;2;;;0;;;0;;
08335057001-03 Gemeinde Mühlingen Mainwangen 083350573;180;155;25;0;93;0;1;92;19;11;22;7;16;2;1;;5;5;;;;3;;;0;;;1;;
08335057001-04 Gemeinde Mühlingen Zoznegg 083350574;626;475;151;0;227;0;7;220;71;46;27;20;28;6;0;;7;11;;;;3;;;1;;;0;;
08335057900-01 Gemeinde Mühlingen Briefwahl 1 08335057900-01;;;;;349;349;1;348;151;87;20;22;36;13;2;;4;8;;;;2;;;0;;;3;;
08335075001-01 Stadt Singen (Hohentwiel) 01 - Ekkehard-Realschule, Zimmer 105 0833507501;802;574;228;0;219;2;4;215;68;23;26;44;26;7;1;;10;4;;;;2;;;1;;;3;;
08335075001-02 Stadt Singen (Hohentwiel) 02 - Ekkehard-Realschule, Zimmer 106 0833507502;1518;1195;323;0;413;1;5;408;99;55;73;65;56;24;1;;11;13;;;;4;;;2;;;5;;
08335075001-03 Stadt Singen (Hohentwiel) 04 - Waldeck-Schule, Zimmer 007 0833507504;1524;1167;357;0;363;1;2;361;78;57;69;74;40;18;0;;12;2;;;;6;;;1;;;4;;
08335075001-04 Stadt Singen (Hohentwiel) 11 - Ekkehard-Realschule, Zimmer 110 0833507511;815;538;277;0;198;0;2;196;57;30;23;37;35;4;1;;3;2;;;;1;;;2;;;1;;
08335075001-05 Stadt Singen (Hohentwiel) 21 - Hohentwiel-Gewerbeschule, Zimmer 123 0833507521;1501;1061;440;0;434;3;5;429;130;64;71;61;48;25;4;;16;6;;;;0;;;1;;;3;;
08335075001-06 Stadt Singen (Hohentwiel) 22 - Hohentwiel-Gewerbeschule, Zimmer 122 0833507522;1482;1073;409;0;431;1;3;428;103;82;76;77;37;20;1;;9;7;;;;4;;;2;;;10;;
08335075001-07 Stadt Singen (Hohentwiel) 25 - Hohentwiel-Gewerbeschule, Zimmer 126 0833507525;810;550;260;0;247;0;0;247;68;73;27;37;26;4;0;;0;9;;;;1;;;1;;;1;;
08335075001-08 Stadt Singen (Hohentwiel) 31 - Waldeck-Schule, Zimmer 001 0833507531;1753;1417;336;0;470;0;1;469;117;70;80;78;50;22;5;;8;16;;;;9;;;3;;;11;;
08335075001-09 Stadt Singen (Hohentwiel) 34 - Beethovenschule, Zimmer 102 0833507534;1516;1325;191;0;425;1;2;423;119;75;79;72;22;28;1;;9;13;;;;2;;;0;;;3;;
08335075001-10 Stadt Singen (Hohentwiel) 36 - Bruderhofschule, Zimmer 16 0833507536;1908;1602;306;0;604;0;9;595;144;99;127;94;52;30;9;;8;17;;;;4;;;3;;;8;;
08335075001-11 Stadt Singen (Hohentwiel) 52 - Waldeck-Schule, Zimmer 003 0833507552;1549;1365;184;0;346;0;3;343;85;51;77;45;37;20;3;;4;11;;;;3;;;0;;;7;;
08335075001-12 Stadt Singen (Hohentwiel) 61 - Schillerschule, Zimmer 501 0833507561;1337;1146;191;0;267;0;3;264;67;45;61;31;29;8;2;;7;10;;;;1;;;1;;;2;;
08335075001-13 Stadt Singen (Hohentwiel) 63 - Schillerschule, Zimmer 502 0833507563;1819;1575;244;0;424;0;10;414;87;56;117;66;30;27;2;;4;10;;;;3;;;3;;;9;;
08335075001-14 Stadt Singen (Hohentwiel) 72 - Johann-Peter-Hebel-Schule, Zimmer 211 0833507572;1350;1150;200;0;326;0;2;324;66;68;72;52;33;13;0;;4;8;;;;3;;;1;;;4;;
08335075001-15 Stadt Singen (Hohentwiel) 74 - Johann-Peter-Hebel-Schule, Zimmer 210 0833507574;1504;1311;193;0;449;1;3;446;94;85;102;65;57;10;3;;4;16;;;;2;;;1;;;7;;
08335075001-16 Stadt Singen (Hohentwiel) 76 - Johann-Peter-Hebel-Schule, Zimmer 212 0833507576;1437;1239;198;0;426;1;2;424;78;65;116;68;44;20;2;;10;13;;;;4;;;2;;;2;;
08335075001-17 Stadt Singen (Hohentwiel) 81 - Rathaus Hausen a.d.A. 0833507581;636;486;150;0;227;0;3;224;42;28;62;32;36;6;0;;2;7;;;;6;;;0;;;3;;
08335075001-18 Stadt Singen (Hohentwiel) 82 - Rathaus Schlatt u. Kr. 0833507582;785;591;194;0;298;0;2;296;75;55;51;41;38;13;2;;5;10;;;;2;;;1;;;3;;
